filename,dynasty,author,title,form,technique_zh,subject_zh,technique,subject,category_3,category_raw,category_fine
"清_蒲华_枯木寒鸦 _页_浅绛,山水_树,乌鸦,山林,树林,河流,亭子,河岸,印章,文字 _  _ _bb08a216.jpg",清,蒲华,枯木寒鸦,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_蒲华_竹菊花图_轴页_写意,花鸟_竹、菊、花 _ _27cmX34cm _ _2846fd4d.jpg",清,蒲华,竹菊花图,轴页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_蓝瑛_秋山行旅图_页_水墨,山水_轴_山水_绢本_186.5cmX69cm _ _368d404f.jpg",清,蓝瑛,秋山行旅图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_虚谷_山阴草堂图_页_浅绛,山水_ _纸本_283.6cmX29.4cm _ _9ed95673.jpg",清,虚谷,山阴草堂图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_虚谷_梅鹤图_页_写意,花鸟_ _花鸟 _ _156cmX43cm_广州艺术博物院_05d6a7a7.jpg",清,虚谷,梅鹤图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_袁江 _  _页_浅绛,山水_山水 _ _63cmX135cm _ _2aa008ff.jpg",清,袁江,,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_袁江_花落雨来_页_水墨,山水_  _  _ _中国美术馆_60c07ce7.jpg",清,袁江,花落雨来,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_袁耀_山水四条屏_扬州四景_页_浅绛,山水_页_水墨,山水_万松叠翠_四条屏_山水_绢本_57c_711aae97.jpg",清,袁耀,山水四条屏,扬州四景,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_袁耀_山水四条屏_扬州四景_页_浅绛,山水_页_水墨,山水_平岗艳雪_四条屏_山水_绢本_57c_9db41e42.jpg",清,袁耀,山水四条屏,扬州四景,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_袁耀_山水四条屏_扬州四景_页_浅绛,山水_页_水墨,山水_平流涌瀑_四条屏_山水_绢本_57cmX66.1cm_北京故宫博物院_4ba52c98.jpg",清,袁耀,山水四条屏,扬州四景,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_袁耀_山水四条屏_扬州四景_页_浅绛,山水_页_水墨,山水_春台明月_四条屏_山水_绢本_57cmX66.1cm_北京故宫博物院_b696e0b0.jpg",清,袁耀,山水四条屏,扬州四景,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_袁耀_山雨欲来图_页_浅绛,山水_ _绢本_202.3cmX118cm _ _affa6e6e.jpg",清,袁耀,山雨欲来图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_谢荪_荷花图_页_工笔,花鸟_ _花鸟_纸本_35cmX43.5cm _ _42643873.jpg",清,谢荪,荷花图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_赵之谦_牡丹图 _页_没骨,花鸟_山,石头,花枝,树枝,叶子,树叶,花,粉花,兰花,白花,文字,印章_纸本_175.6cmX90.8cm_北京故宫博物院_579d932f.jpg",清,赵之谦,牡丹图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,兰花,花,兰草,没骨,树叶,叶子,石头,果实,蓝花,文字_094f1225.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,树枝,花,粉花,花枝,叶子,绿叶,文字,印章 _  _  _ _49d00c68.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,竹子,树木,草,花,粉花,文字,印章 _  _  _ _a3eadae9.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,花,树枝,树叶,花枝,叶子,绿叶,文字,印章 _  _  _ _3ad42a7e.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,花,橘花,叶子,绿叶,花枝,文字,印章 _  _  _ _ff0c9095.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,花,橘花,粉花,橘花,绿叶,花枝,文字,印章 _  _  _ _7bfdba49.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,花,粉花,红花,绿叶,花枝,树枝,叶子,文字,印章 _ _9815a31b.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_赵之谦_花卉图册_页_写意,花鸟_写意,葫芦,南瓜,绿叶,叶子,灰叶,花枝,藤曼,文字,印章 _  _  _ _3adfefc6.jpg",清,赵之谦,花卉图册,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_达礼善_关夫子像赞 _页_工笔,人物_人物_拓本_60cmX36cm _ _71910413.jpg",清,达礼善,关夫子像赞,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_邹一桂_四君子图_页_工笔,花鸟_ _花鸟_纸本_29cnX87cm_大英博物馆_605f6e48.jpg",清,邹一桂,四君子图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_邹一桂_天竺水仙 _页_没骨,花鸟_花鸟_纸本_28.6cmX31.8cm _ _c9979559.jpg",清,邹一桂,天竺水仙,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_邹一桂_树枝,花,蓝花,月亮,文字,印章 _页_没骨,花鸟_树枝,花,蓝花,月亮,文字,印章_纸本_26cmX32cm _ _c14c213e.jpg",清,邹一桂,"树枝,花,蓝花,月亮,文字,印章",页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_邹一桂_牡丹图_页_没骨,花鸟_ _花鸟_纸本_26cmX32cm _ _70295170.jpg",清,邹一桂,牡丹图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_邹一桂_玉堂富贵图_页_工笔,花鸟_ _花鸟_绢本 _  _ _c0d86cf2.jpg",清,邹一桂,玉堂富贵图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_邹一桂_百花图 _页_工笔,花鸟_工笔,草,盛开花,红花,白花,粉花,蓝花 _  _  _ _3a514b89.jpg",清,邹一桂,百花图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_邹一桂_芙蓉竹子图_页_没骨,花鸟_ _花鸟_纸本_26cmX32cm _ _c4642620.jpg",清,邹一桂,芙蓉竹子图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_邹一桂_菊花图_页_没骨,花鸟_ _花鸟_纸本_26cmX32cm _ _87929853.jpg",清,邹一桂,菊花图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_邹一桂_蟠桃图_页_工笔,花鸟_ _工笔,花鸟_绢本_87cmX166cm _ _f9fa99c7.jpg",清,邹一桂,蟠桃图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁 _  _页_工笔,花鸟_花瓶,花,叶子,花枝,橘子,印章_绢本_84cmX140cm __600dcf70.jpg",清,郎世宁,,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_乾隆皇帝大阅图_页_工笔,人物_轴_人物 _ _53cmX38cm _ _a890e908.jpg",清,郎世宁,乾隆皇帝大阅图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_郎世宁_乾隆皇帝朝服像 _页_工笔,人物_人物_绢本_35cmX52cm _ _1170962b.jpg",清,郎世宁,乾隆皇帝朝服像,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_郎世宁_仙萼长春图册,紫白丁香图_页_工笔,花鸟_册页_花鸟 _  _  _ _805de5d0.jpg",清,郎世宁,"仙萼长春图册,紫白丁香图",页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册,虞美人蝴蝶花图_页_工笔,花鸟_册页_花鸟 _  _  _ _87b5211c.jpg",清,郎世宁,"仙萼长春图册,虞美人蝴蝶花图",页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_桃花图_页_工笔,花鸟_花鸟 _  _  _ _91cdc861.jpg",清,郎世宁,仙萼长春图册,桃花图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_樱桃图_页_工笔,花鸟_花鸟 _  _  _ _9caf0de7.jpg",清,郎世宁,仙萼长春图册,樱桃图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_海棠玉兰图_页_工笔,花鸟_花鸟 _  _  _ _67a0c1dd.jpg",清,郎世宁,仙萼长春图册,海棠玉兰图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_牡丹图_页_工笔,花鸟_花鸟 _  _  _ _9eb72845.jpg",清,郎世宁,仙萼长春图册,牡丹图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_石竹图_页_工笔,花鸟_花鸟 _  _  _ _0b531080.jpg",清,郎世宁,仙萼长春图册,石竹图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_罂粟图_页_工笔,花鸟_花鸟 _  _  _ _374441ea.jpg",清,郎世宁,仙萼长春图册,罂粟图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_翠竹牵牛图_页_工笔,花鸟_花鸟 _  _  _ _aca794cd.jpg",清,郎世宁,仙萼长春图册,翠竹牵牛图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_芍药图_页_工笔,花鸟_花鸟 _  _  _ _b37e0d23.jpg",清,郎世宁,仙萼长春图册,芍药图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_荷花慈姑花图_页_工笔,花鸟_花鸟 _  _  _ _8a92c447.jpg",清,郎世宁,仙萼长春图册,荷花慈姑花图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_菊花图_页_工笔,花鸟_花鸟 _  _  _ _468bf745.jpg",清,郎世宁,仙萼长春图册,菊花图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_谷花稷穗图_页_工笔,花鸟_花鸟 _  _  _ _e8129f81.jpg",清,郎世宁,仙萼长春图册,谷花稷穗图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_鸡冠花图_页_工笔,花鸟_花鸟 _  _  _ _89260729.jpg",清,郎世宁,仙萼长春图册,鸡冠花图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_仙萼长春图册_黄刺么鱼儿牡丹图_页_工笔,花鸟_花鸟 _  _  _ _a49696ec.jpg",清,郎世宁,仙萼长春图册,黄刺么鱼儿牡丹图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_桃花图_页_工笔,花鸟_粉花,花,鸟,燕子,树枝,印章 _  _  _ _e8cb7d52.jpg",清,郎世宁,桃花图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_海棠玉兰图_页_工笔,花鸟_页_工笔,花鸟_ _花,百花,鸟,树枝 _  _  _ _a197f0ec.jpg",清,郎世宁,海棠玉兰图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_牡丹图 _页_工笔,花鸟_粉花,花,树叶,树枝,印章 _  _  _ _7fb03452.jpg",清,郎世宁,牡丹图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_白鹰图_页_工笔,花鸟_页_工笔,花鸟_ _花鸟_绢本_122.25cmX64.79cm_90ec0cf6.jpg",清,郎世宁,白鹰图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_花阴双鹤 _页_工笔,花鸟_花鸟_绢本 _  _ _2d27303e.jpg",清,郎世宁,花阴双鹤,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_花鸟 _页_工笔,花鸟_鸟,花,树叶,树枝,印章 _  _  _ _3d4b09f3.jpg",清,郎世宁,花鸟,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_花鸟图册_册页_工笔,花鸟_兰花,花,黄花,草草地,树枝 _  _  _ _5b5644e7.jpg",清,郎世宁,花鸟图册,册页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_郎世宁_道光帝朝服像_轴_工笔,人物_人物_绢本_35cmX57cm _ _3d9358c0.jpg",清,郎世宁,道光帝朝服像,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_郎世宁_雍正朝服像_轴_工笔,人物_人物 _ _35cmX60cm _ _a6a40b0c.jpg",清,郎世宁,雍正朝服像,轴,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_郑日文_墨笔山水中堂_页_水墨,山水_山水_纸本_75.5cmX195cm _ _bfe57723.jpg",清,郑日文,墨笔山水中堂,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_山,山林,树,树林,双页,文字,印章 _  _  _ _6be504de.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_山,山林,树,树林,建筑,桥,路面,山群,石头,雾气,双页,文字,印章 _  _  _ _4ce9e17e.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_山,山林,树,树林,水,水面,山路,云,雾,雾气,双页,文字,印章 _  _  _ _08c1e8fd.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_山,山林,树,树林,草 _  _  _ _3aa45095.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_山,山林,草,草地,树,树林,山路,建筑,桥,双页,文字,印章 _  _  _ _5bc5789d.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑旼_黄山八景图册九对开_页_水墨,山水_水,水面,水流,雾气,山,山林,树,树林,双页,文字,印章 _  _  _ _bb305de4.jpg",清,郑旼,黄山八景图册九对开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_郑板_墨竹 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_65.7cmX136.1cm _f2169877.jpg",清,郑板,墨竹,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_ _写意,花鸟_竹子,竹叶,叶子,文字,印章 _ _竹子,竹叶,叶子,文字,印章_纸本__05259f9a.jpg",清,郑板桥,,"写意,花鸟",写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_兰竹图 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_50cmX95cm _ _d0262a77.jpg",清,郑板桥,兰竹图,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_墨笔竹石图_轴_写意,花鸟_竹子,竹叶,叶子,文字,印章 _ _49cmX25cm_北京_479d17ec.jpg",清,郑板桥,墨笔竹石图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_幽蓝图 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_123cmX50cm _ _d0796bd8.jpg",清,郑板桥,幽蓝图,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_竹子 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_49cmX103cm _ _8f8065ca.jpg",清,郑板桥,竹子,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_竹子 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_49cmX103cm _ __404a8c62.jpg",清,郑板桥,竹子,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_竹石图 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_90.3cmX169.6c_cd7d8919.jpg",清,郑板桥,竹石图,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_竹石图_轴_写意,花鸟_竹子,竹叶,叶子,文字,印章 _ _60cmX108cm _ _4f7cf706.jpg",清,郑板桥,竹石图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑板桥_风竹石图 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_65.7cmX136cm_bfc25fc3.jpg",清,郑板桥,风竹石图,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_郑燮_ _页_写意,花鸟_写意,竹子,山石,竹叶,叶子,文字,印章 _ _竹子,山石,竹叶,叶子,文字,印章 _  _  _ _85de1fd7.jpg",清,郑燮,,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金农_人物山水图 第八开 画舫空留波照影_册_页_水墨,山水_写意,人物、山水 _  _  _ _b99b3f16.jpg",清,金农,人物山水图 第八开 画舫空留波照影,册,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_金农_人物山水图_页_写意,人物_册_页_水墨,山水_写意,人物,山水 _  _  _ _47ea4581.jpg",清,金农,人物山水图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_人物山水图_页_写意,人物_册_页_水墨,山水_马和之秋林共话图_页_水墨,山水_第三开__3ce6ff1f.jpg",清,金农,人物山水图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_人物山水图_页_写意,人物_册页_写意,人物,山水_  _  _ _e27b7c33.jpg",清,金农,人物山水图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_人物山水图_页_写意,人物_第七开_玉川先生煎茶图_页_水墨,山水_册_页_水墨,山水_写_004188ef.jpg",清,金农,人物山水图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_人物山水图_页_写意,人物_第二开_礼佛图_页_水墨,山水_册_页_水墨,山水_写意,人物_33e74f72.jpg",清,金农,人物山水图,页,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_人物山水图_页_水墨,山水_第十二开_山僧叩门图_页_水墨,山水_册_页_水墨,山水_写意_1771b267.jpg",清,金农,人物山水图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_金农_人物山水图_页_浅绛,山水_册_页_水墨,山水_写意,人物,山水 _  _  _  (2)_1e674b62.jpg",清,金农,人物山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_金农_人物山水图_页_浅绛,山水_第九开_回汀曲渚暖生烟_册_页_水墨,山水_写意,人物,山水 _d6da80c1.jpg",清,金农,人物山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_金农_人物山水图_页_浅绛,山水_第五开_山青,云冥冥_册_页_水墨,山水_写意,人物,山水 __a9ffd95a.jpg",清,金农,人物山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_金农_人物山水图_页_浅绛,山水_第六开_宋龚开善画鬼_册_页_水墨,山水_写意,人物,山水 __9ddee250.jpg",清,金农,人物山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_金农_人物山水图_页_浅绛,山水_第十开_荷花开了_册_页_水墨,山水_写意,人物,山水,荷花 _61435964.jpg",清,金农,人物山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_金农_佛像 _ _写意,人物_佛像_纸本_64cmX133.8cm _ _5b75966b.jpg",清,金农,佛像,,写意,人物,Xieyi,Figure,Figure,Xieyi-Figure,Xieyi-Figure
"清_金农_墨戏图_册 _写意,花鸟_动物_纸本_28.6cmX23.8cm_美国大都会艺术博物馆_1_5045f13d.jpg",清,金农,墨戏图,册,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金农_墨戏图_册 _写意,花鸟_树_纸本_28.6cmX23.8cm_美国大都会艺术博物馆_d4a8e251.jpg",清,金农,墨戏图,册,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金农_墨梅图 _ _写意,花鸟_树枝_纸本_93.5cmX138cm _ _f5e22d30.jpg",清,金农,墨梅图,,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金农_梅花图_轴_写意,花鸟_梅花_纸本_130.2cmX28cm _ _73c094df.jpg",清,金农,梅花图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金农_梅花图_轴_写意,花鸟_梅花_纸本_61cmX33cm _ _f31d605b.jpg",清,金农,梅花图,轴,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_金廷标_罗汉图_页_工笔,人物_ _工笔,人物_纸本_99.7cmX53.4cm_北京_af06d5e2.jpg",清,金廷标,罗汉图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_金钥_蔡含秋_花蝴蝶图 _页_工笔,花鸟_花蝴蝶_绢本_30cmX75cm _ _8bb76ea9.jpg",清,金钥,蔡含秋,花蝴蝶图,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_钱松喦_山水诗画图_页_水墨,山水_轴_山水 _ _89cmX49cm _ _3b11f91e.jpg",清,钱松喦,山水诗画图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_钱松喦_蜀道行旅册_页_浅绛,山水_ _山水 _ _82cmX44cm _ _fddc98ef.jpg",清,钱松喦,蜀道行旅册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_钱维乔_ _轴_水墨,山水_山水 _ _68cmX35cm _ _890589e3.jpg",清,钱维乔,,轴,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_钱维城_山水花鸟册_页_工笔,花鸟_花,盛开花,含苞花,树,树枝,树叶,文字,文字,印章_纸本__f11700e6.jpg",清,钱维城,山水花鸟册,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_钱维城_山水花鸟册_页_水墨,山水_山,山群,岩壁,悬崖,峭壁,石头,石头,树,枯树,松柏类,松_9268659f.jpg",清,钱维城,山水花鸟册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_钱维城_山水花鸟册_页_水墨,山水_建筑,房屋,树,树林,枯树,地面,坡地,水,静水,兽鸟类,鸟_50a09648.jpg",清,钱维城,山水花鸟册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_钱维城_山水花鸟册_页_水墨,山水_树,枯树林,山,山群,石头,石头,雾气,浓雾,房屋,村舍,岩壁,峭壁,悬崖文字,文字,印章_纸本_21.9cmX30.2cm_页_大都会博物馆_ef31b4c8.jpg",清,钱维城,山水花鸟册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_钱维城_山水花鸟册_页_没骨,花鸟_大都会博物馆花,留白,盛开花,白花,黄花,印章,文字_纸本__6c1385c5.jpg",清,钱维城,山水花鸟册,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
